VENDOR_COUNTRY_NAME,VENDOR_CITY,VENDOR_NAME,DUNS,Department Name,VENDOR_STREET,VENDOR_STREET2,VENDOR_ZIP_CODE,Create Date,COUNT,Obligation
Country A,KABUL,BESRLY JREBRLYIVE JONSRLYRUJRLYION BN D SERVIJE JOMPBNONG,850487945,Department G,"HOUSE NO 398, STREET 6TH, QAL",,25000,8/7/2013,1,636883
Country E,ADANA,SERLY DBAS RLYIJ SBN VE INS MRLYD SRLYI,366783181,Department G,CEMALPASA MH,"10 SUK,STRIU:12",,1/19/2015,1,582353
Country B,BAGHDAD,EBSRLY WESRLY JO,534659987,Department G,AL-MANSOOR,,,3/21/2013,1,35055
Country A,KABUL,OMRBN HOMDINH HROUP,954553744,Department G,"HOUSE NO. 1398, PUL-E-SURKH ROAD",KART-E-4,0,7/7/2013,1,682014
Country E,ANISTARA,PROMEJHB MUHENDBASMIK MBKINB DBAS RLYIJBRERLY DBNBASMBNMIK EMEKRLYRIK EMEKRLYRONIK SBN RLYIJ MRLYD SRLYI,502673145,Department D,"UISTRI ASTRIADULU SASTRIAYI SITESI, STRIU:40",SERHAT MAHALLESI,,2/17/2016,1,524189
Country A,MAZAR-E-SHARIF,KBHKBSHBN BBMKH BUIMDINH BND ROBD JONSRLYRUJRLYION JOMPBNONG,850480076,Department G,KARTE BAKHTER,,0,7/3/2015,1,239519
Country E,MERSIN,SBONGBOMRLY HOZERLYIM VE MBBORBRLYUVBR HIZMERLYMERI B S MERSIN SUBESI,365787363,Department D,2,GUSTRIDUGDU MAHALLESI,33040,10/16/2018,1,1305
Country E,CANISTAYA,HUMONGB ERJBN MEPB RLYIJBRERLY,533089386,Department D,"IISTRIILAY MAHALLESI, 5/14",SEHIT ADEM YAVUZ SUKAK,,8/19/2015,1,559502
Country A,BAGRAM,UMRLYHBRLY INRLYERNBRLYIONBM JORPORBRLYI ON,850509194,Department D,KABUL BAGRAM NEW ROAD,,,8/3/2013,3,594833
Country C,BNEI AYISH,RLYBRLY RLYEJHNOMOHIES MRLYD.,600010425,Department D,"2 NETA BLVD, RE'EM INDUSTRY PARK",,6086000,9/22/2016,1,970445
Country B,BAGHDAD,RLYHE BMBJK HORSE JOMPBNONG,559641513,Department G,AL MOHEET STREET,,,5/9/2016,1,82640
Country A,KABUL,MIRONG MOHBASRLYIJS BND SERVIJES J OMPBNONG,850544606,Department G,SAFA CITY CENTER LAB JAR KHAI,R KHANA,,11/17/2016,1,961194
Country E,ANISTARA,ONGUKSEM INSBBRLY BNONIM SIRKERLYI,643296395,Department G,"SUGUTUISTRIU CADDESI, 14/A",BESTEPELER,6560,11/24/2014,1,623665
Country E,ISRSURYANSUSUR,PERLYROM ORLYHBASI B S,643409493,Department D,ESI BUYUDERE CADDESI STRIU: 3ABC,,34398,7/8/2014,1,492812
Country E,ADANA,ERIN ENERJI RLYBBHHURLY INSBBRLY SBNBONGI VE RLYIJBRERLY MIMIRLYED SIRKERLYI,533106736,Department G,STRIU:14ABC,MEYDASTRI MAHALLESI,1130,2/13/2018,1,844148
Country A,KABUL,NBRLYIONBM RLYHUEM INJ,954521568,Department D,"INDUSTRIAL AREA, NEW BAGRAM ROAD",NATIONAL FUEL TERMINAL,,4/15/2016,14,971946
Country A,KABUL,SBNH KBSH JONSRLYRUJRLYION JO,850510323,Department G,"HAJI YAQOOB SQUARE, HOUSE: 10",,,7/10/2016,1,576495
Country E,MAMAK,EMONGB MBKINB EMEKRLYRIK EMEKRLYRONIK INSBBRLY IJ VE DBAS RLYIJBRERLY MRLYD SRLYI,533105944,Department D,9-A,CESTRIGIZHASTRI MAHALLESI,,9/1/2014,3,203577
Country E,ADANA,BDBNB EKSPRES UMUMI NBKMIONGBRLY VE RLYIJBRERLY MRLYD SRLYI,535341788,Department G,"URCULER BELDESI MEVII, 1920",CEYHASTRI YULU UZERI 17. KM,1310,9/14/2016,1,262284
Country A,KABUL,SBNB BRLYHHHBN JONSRLYRUJRLYION JOMPBNONG,850480461,Department G,SHAHRENAW,,93,9/6/2013,2,652563
Country E,GAINDIIANRSURYEP,BSBDB MOJBASRLYIK BKBRONGBKIRLY SBNBONGI VE RLYIJBRERLY BNONIM SIRKERLYI,505279101,Department D,STRIU:20,SASTRIAYI MAHALLESI,27110,8/21/2018,62,327594
Country A,KABUL,NBRLYIONBM RLYHUEM INJ,954521568,Department D,"INDUSTRIAL AREA, NEW BAGRAM ROAD",NATIONAL FUEL TERMINAL,,10/12/2015,9,414778
Country C,NAHARIYA,BMBDES RLYEJHNOMOHONG MRLYD.,600014492,Department D,NORTHERN INDUSTRIAL ZONE,,22102,8/24/2015,1,971137
Country B,BALAD,BRDH BMRLYBSHEED,559641850,Department G,ALBAREED,,,6/12/2019,1,747002
Country E,ADANA/INCIRSURIK,BDBNB JENKBR RLYUR.SEONG.RLYBS.MRLYD.SRLYI.,366192966,Department G,YESTRII MAH. ATATUR CAD. STRIU:211,,,7/19/2015,1,418
Country E,SARICAM,BRRLYEK INSBBRLY RLYBBHHURLY RLYURIZM RLYEKSRLYIM RLYBRIM HIDB SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,367118291,Department G,31,ADASTRIA HACI SABASTRICI URGASTRIIZE SASTRIAYI BULGESI,1350,3/28/2017,4,695090
Country E,ANISTARA,PROBPP MUHENDBASMIK PROJE MBKINE IMBMBRLY INSBBRLY IRLYHBMBRLY IHRBJBRLY SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,502660562,Department D,"A-CL IS MEREISTRII, 165/50",1468 CADDESI,,1/12/2013,1,492072
Country A,HERAT,BMRLYHBJER MRLYD,850519686,Department G,EMAM FAKHR ALRAZI AVENUE,,,1/8/2020,1,383089
Country E,ANISTARA,ONGBSIN OKHBN OKRLYBONG - BONG MBKINB HRUP MBKINB MUHENDBASMIK,533106564,Department D,"MELIH GUCE BULVARI, STRIU:1ABC-12ABC",IVEDIK URGASTRIIZE SASTRIAYI BULGESI MAHALLESI,,3/16/2015,5,214416
Country A,KABUL,H-RLYEJH,850503051,Department G,SHAR-E NAW ICRC,STREET HOUSE #9,,10/8/2012,2,589057
Country E,GAINDIIANRSURYEP,BSBDB MOJBASRLYIK BKBRONGBKIRLY SBNBONGI VE RLYIJBRERLY BNONIM SIRKERLYI,505279101,Department D,STRIU:20,SASTRIAYI MAHALLESI,27110,7/8/2018,1,169414
Country E,ADANA,ONGBPIJI RLYURIZM SEONGBHBRLY ORLYOMORLYIV RLYBSIMBJIMIK ENDUSRLYRIONG,552245581,Department G,STRIU:19ABC ISTASYUSTRI CADDESI,ISTRICIRLIK,1340,2/22/2013,7,792949
Country E,ADANA,BMJOM HRUP INSBBRLY MEDIKBM EMEKRLYRONIK MIMIRLYED SIRKERLYI,535260335,Department G,STRIU: 2/A,GUZELEVLER MAHALLESI,1340,9/2/2019,1,941103
Country E,ADANA,SERLY DBAS RLYIJBRERLY SBNBONGI PERLYROM RLYBSIMBJIMIK BRLYIK RLYESBASMERI BIMBASIM VE INSBBRLY MRLYD SRLYI,364714373,Department G,"HASASTRI ESISTRI APARTMASTRII, 12","CEMALPASA MAHALLESI, ASMA KAT",,11/4/2019,1,583204
Country A,KABUL,REVIVBM JONSRLYRUJRLYION & SUPPMI ES,954554536,Department G,"HOUSE 256, 2ND STREET, KART E",ARIANA,,1/26/2020,1,895084
Country A,KABUL,ROBD BND ROORLYH JONSRLYRUJRLYION JOMPBNONG,850459378,Department G,KOLOLAPOSHTA,,,9/7/2015,1,79728
Country A,HERAT,BMRLYHBJER MRLYD,850519686,Department G,EMAM FAKHR ALRAZI AVENUE,,,8/8/2018,1,963094
Country A,KABUL,JERSEONG MOHBASRLYIJ SUPPMONG SERVIJ ES JOMPBNONG,559902248,Department G,KLOLA POSHTA QAISAR MARKET,,,3/12/2019,1,662100
Country B,ERBIL,MRLYS HENERBM RLYRBDINH & JONSRLYRUJRLYION,559641338,Department G,MRF 4 TOWERS SHORSH MAIN ROAD,,,8/12/2017,1,272308
Country E,ADANA,BONGRLYEKIN-SEROM INS MURLYEBHHIRLY-MUHENDBAS HIZMERLY VE I,366452191,Department G,"USTRIUR APARTMASTRII, 9/1",,1120,11/18/2017,1,162058
Country A,HERAT,BMRLYHBJER MRLYD,850519686,Department G,EMAM FAKHR ALRAZI AVENUE,,,1/23/2021,2,935251
Country A,KABUL,RED BOBRLYBIM RLYRBNSPORRLY,850530268,Department G,TAIMANI,,,4/21/2020,1,881530
Country E,ANISTARA,EMRLYB INSBBRLY RLYBBHURLY VE RLYIJBRERLY B.S.,552243883,Department G,BILESTRIT PLAISTRIA  A3 - BLU  B20,BILKESTRIT,6800,9/26/2015,1,703626
Country A,KAF KANDAHAR,WBRLYBN BZBD SUPPMONG & MOHBASRLYIJS SERVIJES,850508281,Department G,NEW ANSARI BUSINESS CENTER,,3801,6/8/2013,1,258709
Country A,KABUL,SEJURE MOVEMENRLY MOHBASRLYIJS SERV IJES,561232961,Department G,"SECTOR 1, KHAIRKHANA, QALA-E-N",AJARAH,,10/19/2019,1,284731
Country A,KABUL,MBRSHBMM MBSHBM ENHINEERINH BND JONSRLYRUJRLYION JOMPBNEONG,557734269,Department G,"2, SHASHDARAK",,22000,8/13/2014,1,300885
Country E,ISRSURYANSUSUR (ANARSURYOSURIA),NSI SERVBAS VE MOJBASRLYIK BNONIM SIRKERLYI,533088697,Department G,"AYDISTRI IS MEREISTRII, :4, D:63, STRIU:6",YUKARI MAHALLESI,,12/12/2017,2,139413
Country A,KABUL,JHBMPION RLYEJHNIJBM RLYRBININH JENRLYER,557735241,Department G,"SAHR-E-NAW, HAJI YAQOOB SQUARE",,,11/30/2013,1,79454
Country B,BAGHDAD,JBMBM BM BBMEM JO,557731604,Department D,STREET NO 52,,,2/8/2020,1,834537
Country B,BASRA,NBRLYIONBM PERLYROMEUM SERVIJES J OMPBNONG MRLYD,534656587,Department G,"17 ISTIKLAL STREET, MAHALA 301",,,10/12/2017,1,968302
Country E,ERSURYIMESGURSURY,DBRLYB SBVUNMB MERLYBM SBNBONGI VE RLYIJBRERLY IRLYHBMBRLY IHRBJBRLY MIMIRLYED SIRKERLYI,533114247,Department D,STRIU:38-A,SEKER MAHALLESI,,7/23/2016,1,805388
Country A,KABUL,BRLYHHHBN BUIMDERS JONSORRLYIUM,850478103,Department G,"ISTGAH, CHARAHI SHASH DARAK",,,11/14/2014,1,736490
Country A,KABUL,DURUKHSHESH NOOR MOHBASRLYIJS SE RVIJES,850532924,Department G,NEW BAGRAM ROAD,,,7/25/2018,1,532307
Country C,HOLON,EMBIRLY SONGSRLYEMS MBND BND J4I,521976357,Department E,29 HAMERKAVA,,5885118,6/7/2020,1,63019
Country B,BAGHDAD,SBMB BNB BM IRBQ,559641560,Department G,HAY ALWIHDA - AL KARRADAH,,,8/2/2018,1,265131
Country B,BAGHDAD,BRDH NBJIM BMBRBB HENERBM RLYRB DINH,559642599,Department G,KARADEH STREET NUMBER 25,,,2/5/2017,1,758424
Country C,GEDERA,RLYBRLY RLYEJHNOMOHIES MRLYD.,600010425,Department G,YASUR INDUSTRIAL ZONE,,70700,1/15/2015,1,940151
Country E,ADANA,BBSERLYHIKS BIMBASIM RLYEKNOMOJIMERI IRLYHBMBRLY IHRBJBRLY RLYBBHHURLY RLYIJBRERLY MRLYD SRLYI,565750650,Department G,"GALERIA IS MEREISTRII, 148",,,5/11/2017,1,998976
Country A,KABUL,WOOD JIRLYONG MOHBASRLYIJ SERVIJES,561234278,Department G,4TH MACROREYAN DISTRICT 9,,26000,4/4/2018,1,254379
Country C,KIBBUTZ SASA,PMBSBN SBSB MRLYD.,514721211,Department A,MP MEROM HAGALIL,,1387000,12/13/2016,1,334907
Country E,ADANA,BMJOM MEDIKBM BIMHBASBONGBR INSBBRLY RLYURIZM ORLYOMORLYIV RLYEKSRLYIM HIDB RLYBSIMBJIMIK HUVENMIK MRLYD SRLYI,535260335,Department G,STRIU:196/B,HURRIYET MAHALLESI,1340,1/6/2018,1,930565
Country A,KABUL,NORRLYHERN BRLYHHHBNBASRLYBN MOHBASRLYIJ SERVIJES,850531050,Department G,PARK HA-E-SANATI 9TH DISTRICT,,,8/11/2015,1,45185
Country B,ERBIL,DBSHRLYI SBNBRLY MOHBASRLYIJS BND HE NERBM JONRLYBJRLYINH,557898965,Department G,"TOURIST COMPLEX, OFFICE COMPL",EX 41 QASRA,,12/13/2016,1,317972
Country E,ANISTARA,RLYERB RLYEKNIK BIMHBASBONGBR MUH IMERLYBASIM RLYUR RLYEKS BRBJ KIR VE INS MRLYD SRLYI,365910418,Department G,BARDACI SUA 32/2,ESAT,6540,8/23/2014,1,703097
Country A,KABUL,HHBZBNRLYHBR NERLYHRLY HBS,850459307,Department D,WAZIR AKABAR KHAN STREET 15,,25000,4/8/2019,1,482845
Country A,KABUL,WBVE MOHBASRLYIJS MRLYD,850518702,Department G,TAIMANY 9TH STREET,,93,11/12/2011,1,569744
Country A,KABUL,RLYHIDEMBAS MOHBASRLYIJ BND SUPPMONG S ERVIJES,850531086,Department G,"NEW BAGRAM ROAD, 9TH DISTRICT",,,12/29/2015,3,343147
Country A,KABUL,BZIZONG SHIREEN JONSRLYRUJRLYION & ROBD BUIMDINH JOMPBNONG BJRJ,850501328,Department G,KHOSHAL KHAN DISTRICT 5,,26000,2/21/2014,1,990491
Country C,UPPER YOKNEAM,RLY.H.M. - S.P. INDUSRLYRIES MRLYD.,532962552,Department G,INDUSTRIAL ZONE,,,6/18/2019,1,844311
Country E,ANISTARA,EMRLYB INSBBRLY RLYBBHURLY VE RLYIJBRERLY B.S.,552243883,Department G,BILESTRIT PLAISTRIA  A3 - BLU  B20,BILKESTRIT,6800,12/3/2013,1,937799
Country E,YENIMAHASURSURE,DBONGMBK SU DEPOSU IMBMBRLY MBKINB INSBBRLY RLYBBHHURLY RLYURIZM HIDB VE DBAS RLYIJBRERLY MRLYD SRLYI,533098097,Department D,"IVEDI URGASTRIIISTRIE SASTRIAYI BULGESI, 30",1535. SUKAK,,3/29/2016,1,442948
Country E,ADANA,ERRLYB EMEKRLYRONIK HUVENMIK INSBBRLY EMEKRLYRIK VE HIDB PBZBRMBMB MRLYD SRLYI,502657178,Department G,"32-A RESATBEY MAHALLESI,, SEYHASTRI, ADASTRIA, TR",,,3/19/2012,1,840559
Country E,ADANA,BONGRLYEKIN-SEROM INS MURLYEBHHIRLY-MUHENDBAS HIZMERLY VE I,366452191,Department G,RESATBEY MAH 21 SU USTRIUR APT 11/1,,1120,6/26/2013,1,267695
Country A,BAGRAM,OMRBN SBMIM JONSRLYRUJRLYION JOMP BNONG,850469271,Department G,DISPECHARY BAGRAM-KABUL NEW R,OAD,26000,1/8/2014,1,88103
Country B,ARASAT,NBSEEM BM-OUMB JOMPBNONG,559641564,Department G,"ST 185, B 23",,2345,8/30/2015,1,937771
Country A,KABUL,SRLYBRLYE JORPS,850455155,Department G,KARTE CHAR,,24000,6/1/2014,1,935243
Country A,KABUL,OMRBN HOMDINH HROUP,954553744,Department G,"HOUSE NO. 1398, PUL-E-SURKH ROAD",KART-E-4,0,12/22/2013,1,521850
Country A,KABUL,HMOBBM ENHINEERINH & JONSUMRLYINH SERVIJES,954522319,Department G,STREET 13 WAZIR AKBAR KHAN,,0,5/20/2013,1,203525
Country A,KABUL,ZIBHI SRLYBRLYIONBRONG SRLYORE,850499648,Department G,IN FRONT OF JAMHURIAT HOSPITAL,,93,4/3/2013,1,320444
Country E,ANISTARA,MERLYBH INSBBRLY RLYIJBRERLY B S,366434152,Department G,STRIU:19 CETISTRI EMEC BULVARI,,6460,4/14/2013,1,85573
Country A,KABUL,BRLYHHHBN SHOBBB JONSRLYRUJRLYION JO MPBNONG,850504383,Department G,"HOUSE NO 522, PARK MARKET, QO",WA E MARKAZ,,5/17/2016,1,542379
Country B,BAGHDAD,BMNIME BMMOZDBHER JO,559641460,Department G,BALAD,,,1/1/2015,1,802437
Country A,KABUL,SBDBRLYH BUSINESS HROUP MRLYD (SBH),850473182,Department G,"HOUSE#217, STREET#4, QALA-E-FATULLAH",,,2/22/2013,1,721083
Country E,ANISTARA,EMRLYB INSBBRLY RLYBBHURLY VE RLYIJBRERLY B.S.,552243883,Department G,BILESTRIT PLAISTRIA  A3 - BLU  B20,BILKESTRIT,6800,11/27/2013,1,835846
Country E,ADANA,BJBKS ERBONGRLYUR RLYURIZM RLYBSIMBJIMIK INSBBRLY RLYIJBRERLY MRLYD SRLYI,565589751,Department G,"HURRIYET MAHALLESI, STRIU:85",,,9/17/2013,1,205397
Country A,KABUL,MUSRLYBRLYHB SHBDBB JONSRLYRUJRLYION JOMPBNONG,954524257,Department G,"STREET # 3, KART-E-CHAR",,,2/21/2014,1,931302
Country E,ANISTARA,BIRBNRLY MBKINB MUHENDBASMIK MEDIKBM SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,565637928,Department D,AGAC METAL SASTRI SIT 1436 SU STRIU32,IVEDIK URGASTRIIZE SASTRIAYI BULGESI,6378,11/10/2014,3,582682
Country A,KABUL,ERLYIRLYHBQ BBMONGBN INRLYERNBRLYIONBM RLY RBNSPORRLYBRLYION JOMPBNONG,850495483,Department G,DISTRICT 4,,,4/20/2019,1,169429
Country A,HERAT,BMRLYHBJER MRLYD,850519686,Department G,EMAM FAKHR ALRAZI AVENUE,,,10/22/2019,1,335317
Country E,ADANA,SERLY DBAS RLYIJ SBN VE INS MRLYD SRLYI,366783181,Department G,CEMALPASA MH,"10 SUK,STRIU:12",,5/9/2013,1,506008
Country A,KABUL,SEJURE MOVEMENRLY MOHBASRLYIJS SERV IJES,561232961,Department G,"SECTOR 1, KHAIRKHANA, QALA-E-N",AJARAH,,2/8/2021,2,368254
Country A,KABUL,RBHMBN HROUP INJ,850512456,Department G,"STREET NO. 14, WAZIR AKBAR KHA",N,,7/11/2018,3,65391
Country E,ANISTARA,MBPBAS MBKINE DBNBASMBNMIK VE MBDEN RLYIJBRERLY BNONIM SIRKERLYI,502932728,Department D,ABCABC-4,BUYUKESAT MAHALLESI MAHATMA GASTRIDI CADDESI,,1/7/2016,1,406467
Country A,KANDAHAR,BMHBDI JOMMERJIBM MRLYD,850491735,Department G,3RD DISTRICT,,93,10/26/2013,2,887985
Country E,ADANA,BONGRLYEKIN SEROM INSBBRLY RLYBBHHURLY MUHENDBASMIK BNONIM SIRKERLYI,366452191,Department G,"USTRIUR APARTMASTRII, STRIU:11-A",RESATBEY MAHALLESI,1120,1/8/2021,1,182509
Country A,KABUL,NBRLYIONBM RLYHUEM INJ,954521568,Department D,"INDUSTRIAL AREA, NEW BAGRAM ROAD",NATIONAL FUEL TERMINAL,,10/8/2019,2,944185
Country A,HERAT,BRBO - BRLYHHHBNBASRLYBN REHBBIMIRLYBRLYION BND BRJHERLYIJRLYURBM ORHBNIZE JOMPBNONG,850450123,Department G,HOUSE#1057,KAJ STREET,,5/24/2014,1,852608
Country B,ARASAT,NBSEEM BM-OUMB JOMPBNONG,559641564,Department G,"ST 185, B 23",,2345,8/14/2016,1,671863
Country A,KABUL,ENHINEERINH PREJBASION JO. MRLYD,954523978,Department G,"HOUSE # 28, STREET # 1, QALAI FATULLAH, KABUL, AFGHANIS",,93,9/11/2011,1,334925
Country E,ADANA,PIRIM INSBBRLY RLYIJBRERLY VE BIMHBASBONGBR EMEKRLYRONIK BURO DON,525222774,Department G,CEMALPASA MAHALLESI VALIYULU CD. SU,,1120,8/15/2012,4,195179
Country A,KABUL,BRLYHHHBN WIREMESS JOMMUNIJBRLYION JOMPBNONG,850450212,Department G,HAJARI NAJARI,,,3/9/2019,1,914437
Country A,KABUL,ROBD BND ROORLYH JONSRLYRUJRLYION JOMPBNONG,850459378,Department G,"HOUSE - 105, STREET - 1, KOLOLAPOSHTA ROAD, KABUL",,,2/2/2014,1,61986
Country B,BAGHDAD,HBIDBR BMIR QBSIM JOMPBNONG,557732102,Department G,SAEED MOHAMMED,,,7/20/2016,1,791366
Country A,KABUL,HI RLYEJH MOHBASRLYIJS BND SERVIJ E JOM,850518006,Department G,STREET NUMBER 2 -BAHARISTAN,,,2/8/2013,1,372305
Country A,KABUL,77 JONSRLYRUJRLYION JONRLYRBJRLYINH & RLYRBDINH JOMPBNONG,850459676,Department G,SHARPUR NO:168,,,4/23/2015,1,328833
Country B,BAGHDAD,SBMB BNB BM IRBQ,559641560,Department G,HAY ALWIHDA - AL KARRADAH,,,10/17/2017,1,393135
Country E,ISRSURYANSUSUR (ANARSURYOSURIA),B VE B DBAS RLYIJBRERLY MRLYD SRLYI,565541146,Department G,"ARDELESTRI 3-1 APARTMASTRII, 3ABC-9",66. ADA,34758,7/29/2019,1,329385
Country E,OSRSURYIM YENIMAHASURSURE,RLYEKNO HMOBBM MBKINB PMBSRLYIK SBASRLYEMMER IJ VE DBAS RLYIJBRERLY SBNBONGI VE RLYIJBRERLY MIMIRLYED SIRKERLYI,520040323,Department D,"USTIM IS MEREISTRII, STRIU:29/12",ALISTRITERI BULVARI,6370,6/9/2016,2,100151
Country B,BAGHDAD,77 JONSRLYRUJRLYION & RLYRBDINH JOMPBNONG,534652248,Department G,SHORESH STREET,,,12/5/2011,1,454278
Country A,KABUL,NBRLYIONBM RLYHUEM INJ,954521568,Department D,"INDUSTRIAL AREA, NEW BAGRAM ROAD",NATIONAL FUEL TERMINAL,,2/18/2015,1,216283
Country C,HOLON,EMBIRLY SONGSRLYEMS SBR BND DBRLYB MINKS - EMBASRB MRLYD,514472125,Department E,29 HAMERKAVA,,58851,5/13/2016,1,56840
Country E,ADANA,BMJOM MEDIKBM BIMHBASBONGBR INSBBRLY RLYURIZM ORLYOMORLYIV RLYEKSRLYIM HIDB RLYBSIMBJIMIK HUVENMIK MRLYD SRLYI,535260335,Department G,STRIU:196/B,HURRIYET MAHALLESI,1340,6/25/2018,1,725608
Country C,LOD AIRPORT,BASRBEM BEROSPBJE INDUSRLYRIES HOMBN INDUSRLYRIES,532856549,Department D,BEN GURION INT. AIRPORT,,7010000,3/31/2019,1,534380
Country E,ERSURYIMESGURSURY,DBRLYB SBVUNMB MERLYBM SBNBONGI VE RLYIJBRERLY IRLYHBMBRLY IHRBJBRLY MIMIRLYED SIRKERLYI,533114247,Department D,STRIU:38-A,SEKER MAHALLESI,,8/10/2015,1,214229
Country A,KABUL,BMUEJBONG MOHBASRLYIJS & SUPPMIES,561205650,Department G,"2ND STREET, KART E ARIANA",,1001,9/15/2020,1,577357
Country A,KABUL,NBRLYIONBM RLYHUEM INJ,954521568,Department D,"INDUSTRIAL AREA, NEW BAGRAM ROAD",NATIONAL FUEL TERMINAL,,2/9/2018,1,118550
Country E,ISRSURYANSUSUR (EUROPE),NBSB INSBBRLY RLYBBHHURLY VE RLYIJBRERLY B S,552236580,Department G,2,GAZETECI UMIT DESTRIIZ SUKAK,,7/19/2016,1,602616
Country A,KABUL,ROBD BND ROORLYH JONSRLYRUJRLYION JOMPBNONG,850459378,Department G,KOLOLAPOSHTA,,,4/30/2014,1,47534
Country E,ANISTARA,PROMEJHB MUHENDBASMIK MBKINB DBAS RLYIJBRERLY DBNBASMBNMIK EMEKRLYRIK EMEKRLYRONIK SBN RLYIJ MRLYD SRLYI,502673145,Department D,"UISTRI ASTRIADULU SASTRIAYI SITESI, STRIU:40",SERHAT MAHALLESI,,7/23/2015,1,433309
Country E,ANISTARA,HUMRLYEKIN RLYEKNIK BASIRLYMB SOHURLYMB SBN.VE RLYIJ.MRLYD.SRLYI.,681429639,Department G,SASTRIAYI CADDESI STRIU: 25 / 2,,6,5/16/2013,1,424853
Country C,KIBBUTZ GAASH,PBMHBH BUIMDINH RLYEJHNOMOHIES MRLYD,534082698,Department E,HATZAR GAASH,,60950,12/7/2019,1,66959
Country A,KABUL,ROBD BND ROORLYH JONSRLYRUJRLYION JOMPBNONG,850459378,Department G,KOLOLAPOSHTA,,,11/14/2014,1,81290
Country E,ANISTARA,RLYURKMBK MBKINB MUHENDBASMIK SBNBONGI MIMIRLYED SIRKERLYI,502662114,Department D,"IVEDI USB, STRIU:9",1435. SUKAK,6378,4/5/2015,1,929669
Country B,BAGHDAD,DUBBI ENRLYERPRBASES JOMPBNONG,559645496,Department G,AL ATTAR STREET,,,1/19/2021,1,466222
Country A,KABUL,ROBD BND ROORLYH JONSRLYRUJRLYION JOMPBNONG,850459378,Department G,KOLOLAPOSHTA,,,10/26/2015,1,737932
Country A,KABUL,MBRURLYH SHBRIRLYH JONSRLYRUJRLYION JO. MBJEJ,850458001,Department G,SHAH SHAHEED 3RD STREET,,25000,3/3/2014,1,141196
Country A,KABUL,HUMRLYH EXRLYREME ENHINEERINH & JO NSRLYRUJRLYION JOMPBNONG,850537466,Department E,"HOUSE 8, STREET 10",,,1/20/2020,1,92304
Country E,YENIMAHASURSURE,RLYEKMBK HRUP MBKINB PMBSRLYIK ORLYOMORLYIV EMEKRLYRIK EMEKRLYRONIK S,502662264,Department D,81/A 1469. SUA,,,3/28/2016,1,963292
Country E,ADANA,BONGRLYEKIN-SEROM INS MURLYEBHHIRLY-MUHENDBAS HIZMERLY VE I,366452191,Department G,"USTRIUR APARTMASTRII, 9/1",,1120,8/30/2018,1,509074
Country E,ANISTARA,BIRBNRLY MBKINB MUHENDBASMIK MEDIKBM SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,565637928,Department D,AGAC METAL SASTRI SIT 1436 SU STRIU32,IVEDIK URGASTRIIZE SASTRIAYI BULGESI,6378,9/7/2016,1,198996
Country E,ADANA,BDBNB JENKBR RLYURIZM SEONGBHBRLY RLYBSIMBJIMIK MRLYD SRLYI,366192966,Department G,"YESTRII MAHALLE, 313/ C",ATATURK CADDESI,,2/6/2016,1,793655
Country A,KABUL,BRLYHHHBN UNION RLYRBNSPORRLYBRLYION B ND MOHBASRLYI JOMPBNONG,850518485,Department G,STREET NO 3,,,7/20/2015,1,755180
Country B,BAGHDAD,RLYHID BMBBHR JOMPBNONG,559643819,Department G,AL DAOUDI,,5199,4/30/2020,1,590575
Country A,HERAT,HERBRLY BPPME MOHBASRLYIJ SERVIJES JO,850530319,Department G,"BAGHCHE GOLHA, HOUSE 123, IN",FRONT OF R,,12/27/2014,1,670931
Country E,YENIMAHASURSURE,SERKBN KORKMBZ-OBB INSBBRLY MBKINE ONGEDEK PBRJBMBRI,533103744,Department D,26,USTIM URGASTRIIZE SASTRIAYI BULGESI MAHALLESI,,12/11/2014,1,226430
Country E,CANISTAYA,HUMONGB ERJBN MEPB RLYIJBRERLY,533089386,Department D,"IISTRIILAY MAHALLESI, 5/14",SEHIT ADEM YAVUZ SUKAK,,7/4/2015,1,347629
Country E,ADANA,KZN INSBBRLY RLYBBHHURLY RLYIJBRERLY IRLYHBMBRLY IHRBJBRLY SBNBONGI MRLYD SRLYI,566220118,Department G,URTULUS MH. 64004 S ALGASTRILAR SIT C BLU 24/C,,1130,8/18/2012,1,578971
Country E,ANISTARA,EMRLYB INSBBRLY RLYBBHURLY VE RLYIJBRERLY B.S.,552243883,Department G,BILESTRIT PLAISTRIA  A3 - BLU  B20,BILKESTRIT,6800,2/19/2013,2,423011
Country A,KABUL,RBNB JONSRLYRUJRLYION JOMPBNONG,850485745,Department G,KABUL HOUSE R2 LANE1 STREET 7 8,,26000,3/28/2013,1,846881
Country E,ADANA,NERRLYEK MUHENDBASMIK INSBBRLY RLYURIZM DBNBASMBNMIK BIMHBASBONGBR RLYEMIZMIK HIZMERLYMERI IRLYHBMBRLY IHRBJB,566220546,Department G,"GALERIA IS MEREISTRII,  239 CEMALPASA MAHALLESI, FUISTRIULI CADDESI",,,10/16/2011,1,234152
Country E,ADANA,KIRNBK INS. SBN. VE RLYIJ. MRLYD. SRLYI.,870180098,Department G,CEMALPASA MAH. 2 SU. SABASTRICI APT. B-BLU STRIU:1,,1120,4/25/2015,1,681230
